2009.246826,223.384995
169.677963,222.857666
170.373520,222.331223
171.041763,221.805389
171.682785,221.279877
172.297348,220.754410
172.885666,220.228745
173.448181,219.702637
173.985123,219.175873
174.497330,218.648224
174.984879,218.119492
175.448029,217.589493
175.887665,217.058029
176.303665,216.524948
176.696594,215.990082
177.067032,215.453293
177.415085,214.914444
177.741165,214.373383
178.045700,213.830017
178.328934,213.284225
178.591568,212.735916
178.833374,212.184982
179.055374,211.631332
179.257309,211.074921
179.439911,210.515640
179.603302,209.953461
179.748108,209.388306
179.874161,208.820129
179.982315,208.248886
180.072723,207.674545
180.145340,207.097092
180.201050,206.516479
180.239777,205.932693
180.262131,205.345734
180.267990,204.755569
180.258118,204.162216
180.232574,203.565674
180.191757,202.965942
180.135742,202.363037
180.065216,201.756973
179.979950,201.147781
179.880768,200.535461
179.767593,199.920044
179.640930,199.301575
179.500687,198.680084
179.347504,198.055603
179.181610,197.428162
179.003174,196.797821
178.812393,196.164627
178.609787,195.528625
178.395203,194.889862
178.169281,194.248398
177.932053,193.604294
177.683975,192.957581
177.425110,192.308350
177.155731,191.656662
176.876022,191.002563
176.586578,190.346130
176.287140,189.687439
175.978088,189.026550
175.660080,188.363525
175.332657,187.698456
174.996536,187.031403
174.651703,186.362442
174.298462,185.691666
173.937241,185.019135
173.567703,184.344925
173.190735,183.669113
172.806015,182.991806
172.413940,182.313049
172.014801,181.632935
171.608826,180.951569
171.195831,180.268997
170.776566,179.585327
170.350769,178.900635
169.919022,178.214996
169.481140,177.528503
169.037552,176.841232
168.588287,176.153275
168.133804,175.464706
167.673889,174.775635
167.209076,174.086105
166.739365,173.396240
166.264908,172.706100
165.785934,172.015778
165.302628,171.325348
164.815125,170.634903
164.323624,169.944519
163.828278,169.254288
163.329147,168.564285
162.826553,167.874588
162.320526,167.185287
161.811264,166.496460
161.298996,165.808197
160.783722,165.120560
160.265671,164.433655
159.745010,163.747528
159.221848,163.062271
158.696335,162.377975
158.168579,161.694717
157.638748,161.012543
157.106918,160.331558
156.573410,159.651840
156.038177,158.973434
155.501312,158.296448
154.963120,157.620926
154.423630,156.946960
153.882874,156.274612
153.341095,155.603958
152.798401,154.935059
152.254929,154.267990
151.710678,153.602829
151.165848,152.939621
150.620560,152.278442
150.074890,151.619354
149.528976,150.962433
148.982880,150.307739
148.436691,149.655334
147.890656,149.005264
147.344727,148.357605
146.798996,147.712418
146.253708,147.069748
145.708786,146.429672
145.164474,145.792236
144.620697,145.157486
144.077682,144.525482
143.535507,143.896301
142.994171,143.269974
142.453812,142.646545
141.914551,142.026077
141.376404,141.408615
140.839508,140.794220
140.303909,140.182938
