100,19.96668333,0
100,59.90004999,0
100,95.84673222,19.96668333
100,127.80673,19.96668333
100,156.576052,35.94668223
100,182.1546983,35.94668223
100,205.1797409,48.73600535
100,225.6511798,48.73600535
100,244.0788851,58.97172482
100,260.4628566,58.97172482
100,275.2111603,67.1637106
100,288.3237962,67.1637106
100,300.1273528,73.72002852
100,310.6218301,73.72002852
100,320.068608,78.96726721
100,328.4676863,78.96726721
100,336.0282559,83.16680636
100,342.7503168,83.16680636
100,348.8012915,86.52783683
100,354.1811798,86.52783683
100,359.0239755,89.21778099
100,363.3296785,89.21778099
100,367.2055285,91.37063251
100,370.6515255,91.37063251
100,373.7534968,93.09363099
100,376.5114425,93.09363099
100,378.994053,94.47260382
100,381.2013284,94.47260382
100,383.1882439,95.57624151
100,384.9547996,95.57624151
100,386.544994,96.45951936
100,387.9588271,96.45951936
100,389.2315124,97.16643592
100,390.36305,97.16643592
100,391.3816223,97.73220469
100,392.2872293,97.73220469
100,393.1024264,98.18500819
100,393.8272138,98.18500819
100,394.4796431,98.54740186
100,395.0597145,98.54740186
100,395.5818753,98.83743753
100,396.0461256,98.83743753
100,396.4640283,99.0695627
100,396.8355832,99.0695627
100,397.1700445,99.25534017
100,397.4674123,99.25534017
100,397.7350928,99.40402404
100,397.9730861,99.40402404
100,398.1873196,99.52302067
100,398.3777935,99.52302067
100,398.5492518,99.61825762
100,398.7016944,99.61825762
100,398.8389181,99.69447891
100,398.9609229,99.69447891
100,399.0707476,99.75548134
100,399.1683922,99.75548134
100,399.2562885,99.80430361
100,399.3344367,99.80430361
100,399.404783,99.84337769
100,399.4673276,99.84337769
100,399.5236281,99.87464997
100,399.5736846,99.87464997
100,399.6187438,99.89967821
100,399.6588057,99.89967821
100,399.694868,99.91970915
100,399.7269308,99.91970915
100,399.7557927,99.93574057
100,399.7814537,99.93574057
100,399.8045528,99.94857104
100,399.8250901,99.94857104
100,399.8435772,99.9588397
100,399.8600138,99.9588397
100,399.8748096,99.96705805
100,399.8879644,99.96705805
100,399.899806,99.97363546
100,399.9103342,99.97363546
100,399.9198114,99.97889959
100,399.9282375,99.97889959
100,399.9358224,99.98311264
100,399.9425661,99.98311264
100,399.9486365,99.98648449
100,399.9540337,99.98648449
100,399.9588921,99.98918309
100,399.9632117,99.98918309
100,399.9671,99.99134286
100,399.9705571,99.99134286
100,399.973669,99.99307141
100,399.9764359,99.99307141
100,399.9789265,99.99445482
100,399.9811408,99.99445482
100,399.9831341,99.99556201
100,399.9849064,99.99556201
100,399.9865017,99.99644813
100,399.9879201,99.99644813
100,399.9891969,99.99715732
100,399.990332,99.99715732
100,399.9913539,99.99772491
100,399.9922624,99.99772491
100,399.9930802,99.99817917
100,399.9938074,99.99817917
100,399.9944619,99.99854273
100,399.9950438,99.99854273
100,399.9955677,99.9988337
100,399.9960334,99.9988337
100,399.9964526,99.99906657
100,399.9968254,99.99906657
100,399.9971609,99.99925294
100,399.9974593,99.99925294
100,399.9977278,99.99940211
100,399.9979666,99.99940211
100,399.9981815,99.99952149
100,399.9983726,99.99952149
100,399.9985446,99.99961703
100,399.9986975,99.99961703
100,399.9988352,99.9996935
100,399.9989576,99.9996935
100,399.9990678,99.99975469
100,399.9991657,99.99975469
100,399.9992539,99.99980367
100,399.9993323,99.99980367
100,399.9994029,99.99984287
100,399.9994656,99.99984287
100,399.9995221,99.99987425
100,399.9995723,99.99987425
100,399.9996175,99.99989936
100,399.9996577,99.99989936
100,399.9996939,99.99991945
100,399.9997261,99.99991945
100,399.999755,99.99993553
100,399.9997808,99.99993553
100,399.9998039,99.99994841
100,399.9998245,99.99994841
100,399.9998431,99.99995871
100,399.9998596,99.99995871
100,399.9998744,99.99996695
100,399.9998876,99.99996695
100,399.9998995,99.99997355
100,399.99991,99.99997355
100,399.9999196,99.99997883
100,399.999928,99.99997883
100,399.9999356,99.99998306
100,399.9999424,99.99998306
100,399.9999485,99.99998644
100,399.9999539,99.99998644
100,399.9999588,99.99998915
100,399.9999631,99.99998915
100,399.999967,99.99999132
100,399.9999705,99.99999132
100,399.9999736,99.99999305
100,399.9999764,99.99999305
100,399.9999789,99.99999444
100,399.9999811,99.99999444
100,399.9999831,99.99999555
100,399.9999849,99.99999555
100,399.9999865,99.99999644
100,399.9999879,99.99999644
100,399.9999892,99.99999715
100,399.9999903,99.99999715
100,399.9999913,99.99999772
100,399.9999922,99.99999772
100,399.9999931,99.99999817
100,399.9999938,99.99999817
100,399.9999944,99.99999854
100,399.999995,99.99999854
100,399.9999956,99.99999883
100,399.999996,99.99999883
100,399.9999964,99.99999906
100,399.9999968,99.99999906
100,399.9999972,99.99999925
100,399.9999975,99.99999925
100,399.9999977,99.9999994
100,399.999998,99.9999994
100,399.9999982,99.99999952
100,399.9999984,99.99999952
100,399.9999985,99.99999962
100,399.9999987,99.99999962
100,399.9999988,99.99999969
100,399.999999,99.99999969
100,399.9999991,99.99999975
100,399.9999992,99.99999975
100,399.9999993,99.9999998
100,399.9999993,99.9999998
100,399.9999994,99.99999984
100,399.9999995,99.99999984
100,399.9999995,99.99999987
100,399.9999996,99.99999987
100,399.9999996,99.9999999
100,399.9999997,99.9999999
100,399.9999997,99.99999992
100,399.9999997,99.99999992
100,399.9999998,99.99999994
100,399.9999998,99.99999994
100,399.9999998,99.99999995
100,399.9999998,99.99999995
100,399.9999998,99.99999996
100,399.9999999,99.99999996
100,399.9999999,99.99999997
100,399.9999999,99.99999997
100,399.9999999,99.99999997
100,399.9999999,99.99999997
